Date,price_24k,price_22k,price_18k
2020-12-22,4437.05,4064.33,3327.78
2020-12-23,4476.47,4100.45,3357.35
2020-12-24,4462.89,4088.01,3347.17
2020-12-28,4447.38,4073.8,3335.53
2020-12-29,4444.59,4071.25,3333.44
2020-12-30,4465.76,4090.64,3349.32
2020-12-31,4451.27,4077.36,3338.45
2021-01-04,4569.97,4186.09,3427.48
2021-01-05,4603.08,4216.42,3452.31
2021-01-06,4498.48,4120.61,3373.86
2021-01-07,4510.31,4131.44,3382.73
2021-01-08,4330.94,3967.14,3248.2
2021-01-11,4363.22,3996.71,3272.42
2021-01-12,4355.72,3989.84,3266.79
2021-01-13,4360.24,3993.98,3270.18
2021-01-14,4352.77,3987.13,3264.57
2021-01-15,4298.52,3937.45,3223.89
2021-01-19,4328.47,3964.88,3246.35
2021-01-20,4390.78,4021.96,3293.09
2021-01-21,4372.52,4005.23,3279.39
2021-01-22,4352.64,3987.02,3264.48
2021-01-25,4353.21,3987.54,3264.91
2021-01-26,4341.81,3977.1,3256.36
2021-01-27,4325.24,3961.92,3243.93
2021-01-28,4315.75,3953.23,3236.81
2021-01-29,4331.98,3968.1,3248.99
2021-02-01,4361.72,3995.33,3271.29
2021-02-02,4303.24,3941.77,3227.43
2021-02-03,4295.25,3934.45,3221.44
2021-02-04,4190.39,3838.39,3142.79
2021-02-05,4247.03,3890.28,3185.27
2021-02-08,4286.8,3926.71,3215.1
2021-02-09,4303.32,3941.84,3227.49
2021-02-10,4311.31,3949.16,3233.48
2021-02-11,4271.74,3912.91,3203.8
2021-02-12,4258.29,3900.59,3193.72
2021-02-16,4197.16,3844.6,3147.87
2021-02-17,4153.08,3804.22,3114.81
2021-02-18,4150.62,3801.97,3112.96
2021-02-19,4145.28,3797.08,3108.96
2021-02-22,4214.37,3860.36,3160.77
2021-02-23,4202.68,3849.65,3152.01
2021-02-24,4180.17,3829.04,3135.13
2021-02-25,4130.29,3783.35,3097.72
2021-02-26,4064.24,3722.84,3048.18
2021-03-01,4075.71,3733.35,3056.78
2021-03-02,4084.83,3741.7,3063.62
2021-03-03,4041.12,3701.66,3030.84
2021-03-04,3983.85,3649.21,2987.89
2021-03-05,3992.41,3657.04,2994.3
2021-03-08,3944.76,3613.4,2958.57
2021-03-09,4047.08,3707.12,3035.31
2021-03-10,4027.96,3689.61,3020.97
2021-03-11,4025.96,3687.78,3019.47
2021-03-12,4015.71,3678.39,3011.79
2021-03-15,4040.11,3700.74,3030.08
2021-03-16,4034.75,3695.83,3026.07
2021-03-17,4025.91,3687.74,3019.43
2021-03-18,4026.25,3688.04,3019.69
2021-03-19,4068.53,3726.77,3051.4
2021-03-22,4045.38,3705.57,3034.03
2021-03-23,4013.52,3676.39,3010.14
2021-03-24,4045.52,3705.69,3034.14
2021-03-25,4028.69,3690.28,3021.52
2021-03-26,4043.91,3704.23,3032.94
2021-03-29,3987.87,3652.89,2990.91
2021-03-30,3938.14,3607.34,2953.61
2021-03-31,4046.83,3706.9,3035.12
2021-04-01,4063.4,3722.07,3047.55
2021-04-05,4074.15,3731.92,3055.61
2021-04-06,4102.95,3758.31,3077.22
2021-04-07,4111.43,3766.07,3083.57
2021-04-08,4202.37,3849.37,3151.78
2021-04-09,4178.1,3827.14,3133.57
2021-04-12,4159.39,3810.0,3119.55
2021-04-13,4210.11,3856.46,3157.59
2021-04-14,4193.5,3841.24,3145.12
2021-04-15,4258.4,3900.69,3193.8
2021-04-16,4274.12,3915.09,3205.59
2021-04-19,4241.71,3885.41,3181.29
2021-04-20,4278.65,3919.24,3208.99
2021-04-21,4347.67,3982.46,3260.75
2021-04-22,4319.61,3956.76,3239.71
2021-04-23,4290.13,3929.76,3217.59
2021-04-26,4282.65,3922.91,3211.99
2021-04-27,4276.72,3917.47,3207.54
2021-04-28,4251.5,3894.37,3188.62
2021-04-29,4224.31,3869.46,3168.23
2021-04-30,4210.69,3856.99,3158.02
2021-05-03,4267.48,3909.01,3200.61
2021-05-04,4215.62,3861.51,3161.72
2021-05-05,4231.97,3876.48,3173.97
2021-05-06,4307.64,3945.8,3230.73
2021-05-07,4333.81,3969.77,3250.36
2021-05-10,4329.77,3966.07,3247.33
2021-05-11,4338.38,3973.95,3253.78
2021-05-12,4299.63,3938.46,3224.72
2021-05-13,4320.43,3957.51,3240.32
2021-05-14,4339.85,3975.3,3254.88
2021-05-17,4399.77,4030.19,3299.83
2021-05-18,4399.93,4030.33,3299.95
2021-05-19,4423.17,4051.62,3317.38
2021-05-20,4430.08,4057.95,3322.56
2021-05-21,4405.94,4035.84,3304.46
2021-05-24,4417.7,4046.61,3313.27
2021-05-25,4444.87,4071.5,3333.66
2021-05-26,4450.43,4076.59,3337.82
2021-05-27,4429.25,4057.2,3321.94
2021-05-28,4445.78,4072.34,3334.34
2021-06-01,4434.74,4062.22,3326.05
2021-06-02,4468.02,4092.7,3351.01
2021-06-03,4389.61,4020.88,3292.21
2021-06-04,4438.05,4065.25,3328.54
2021-06-07,4446.29,4072.8,3334.72
2021-06-08,4429.4,4057.33,3322.05
2021-06-09,4441.84,4068.73,3331.38
2021-06-10,4444.8,4071.43,3333.6
2021-06-11,4407.01,4036.82,3305.25
2021-06-14,4388.69,4020.04,3291.52
2021-06-15,4363.3,3996.78,3272.47
2021-06-16,4384.86,4016.53,3288.64
2021-06-17,4210.11,3856.46,3157.58
2021-06-18,4220.54,3866.01,3165.4
2021-06-21,4247.42,3890.64,3185.56
2021-06-22,4233.81,3878.17,3175.36
2021-06-23,4259.4,3901.61,3194.55
2021-06-24,4238.52,3882.48,3178.89
2021-06-25,4237.67,3881.71,3178.26
2021-06-28,4246.13,3889.45,3184.6
2021-06-29,4210.15,3856.49,3157.61
2021-06-30,4229.38,3874.11,3172.03
2021-07-01,4246.32,3889.63,3184.74
2021-07-02,4272.31,3913.44,3204.24
2021-07-06,4285.34,3925.37,3214.0
2021-07-07,4330.23,3966.49,3247.67
2021-07-08,4329.08,3965.44,3246.81
2021-07-09,4348.25,3983.0,3261.19
2021-07-12,4324.03,3960.82,3243.03
2021-07-13,4336.35,3972.1,3252.26
2021-07-14,4378.95,4011.12,3284.21
2021-07-15,4377.62,4009.9,3283.22
2021-07-16,4348.3,3983.04,3261.23
2021-07-19,4339.91,3975.36,3254.94
2021-07-20,4366.25,3999.48,3274.68
2021-07-21,4319.92,3957.05,3239.94
2021-07-22,4319.92,3957.04,3239.94
2021-07-23,4311.99,3949.78,3233.99
2021-07-26,4305.34,3943.69,3229.01
2021-07-27,4298.04,3937.0,3223.53
2021-07-28,4310.35,3948.28,3232.76
2021-07-29,4379.67,4011.77,3284.75
2021-07-30,4327.14,3963.66,3245.35
2021-08-02,4347.7,3982.49,3260.77
2021-08-03,4325.83,3962.46,3244.37
2021-08-04,4319.94,3957.06,3239.95
2021-08-05,4305.29,3943.64,3228.97
2021-08-06,4191.95,3839.83,3143.96
2021-08-09,4127.46,3780.75,3095.6
2021-08-10,4138.99,3791.32,3104.24
2021-08-11,4188.98,3837.1,3141.73
2021-08-12,4166.93,3816.91,3125.2
2021-08-13,4238.32,3882.3,3178.74
2021-08-16,4263.76,3905.61,3197.82
2021-08-17,4254.54,3897.16,3190.9
2021-08-18,4259.58,3901.77,3194.68
2021-08-19,4250.81,3893.74,3188.11
2021-08-20,4261.85,3903.86,3196.39
2021-08-23,4307.57,3945.73,3230.68
2021-08-24,4301.95,3940.58,3226.46
2021-08-25,4262.73,3904.66,3197.05
2021-08-26,4269.68,3911.03,3202.26
2021-08-27,4331.08,3967.27,3248.31
2021-08-30,4274.61,3915.54,3205.96
2021-08-31,4283.81,3923.97,3212.85
2021-09-01,4255.16,3897.72,3191.37
2021-09-02,4244.16,3887.65,3183.12
2021-09-03,4300.32,3939.1,3225.24
2021-09-07,4221.33,3866.74,3166.0
2021-09-08,4225.25,3870.33,3168.94
2021-09-09,4264.1,3905.91,3198.07
2021-09-10,4231.15,3875.73,3173.36
2021-09-13,4236.04,3880.21,3177.03
2021-09-14,4267.01,3908.59,3200.26
2021-09-15,4244.27,3887.75,3183.2
2021-09-16,4142.76,3794.77,3107.07
2021-09-17,4137.62,3790.06,3103.21
2021-09-20,4174.38,3823.73,3130.78
2021-09-21,4205.91,3852.61,3154.43
2021-09-22,4215.2,3861.12,3161.4
2021-09-23,4151.02,3802.33,3113.26
2021-09-24,4153.8,3804.88,3115.35
2021-09-27,4152.99,3804.14,3114.74
2021-09-28,4119.99,3773.91,3089.99
2021-09-29,4104.75,3759.95,3078.56
2021-09-30,4194.3,3841.98,3145.72
2021-10-01,4194.54,3842.2,3145.91
2021-10-04,4210.7,3857.0,3158.02
2021-10-05,4218.76,3864.39,3164.07
2021-10-06,4220.38,3865.87,3165.28
2021-10-07,4225.27,3870.35,3168.95
2021-10-08,4225.37,3870.44,3169.03
2021-10-11,4248.13,3891.28,3186.09
2021-10-12,4262.56,3904.5,3196.92
2021-10-13,4353.06,3987.41,3264.8
2021-10-14,4350.08,3984.68,3262.56
2021-10-15,4260.97,3903.05,3195.73
2021-10-18,4255.8,3898.32,3191.85
2021-10-19,4280.68,3921.11,3210.51
2021-10-20,4308.9,3946.95,3231.67
2021-10-21,4284.09,3924.22,3213.07
2021-10-22,4321.73,3958.7,3241.3
2021-10-25,4354.45,3988.68,3265.84
2021-10-26,4327.93,3964.38,3245.94
2021-10-27,4328.86,3965.24,3246.65
2021-10-28,4347.1,3981.95,3260.33
2021-10-29,4287.73,3927.56,3215.8
2021-11-01,4324.39,3961.14,3243.3
2021-11-02,4303.32,3941.84,3227.49
2021-11-03,4236.25,3880.4,3177.18
2021-11-04,4290.93,3930.49,3218.2
2021-11-05,4349.41,3984.06,3262.06
2021-11-08,4358.89,3992.75,3269.17
2021-11-09,4349.53,3984.17,3262.15
2021-11-10,4406.11,4035.99,3304.58
2021-11-11,4457.09,4082.7,3342.82
2021-11-12,4463.36,4088.44,3347.52
2021-11-15,4460.14,4085.49,3345.1
2021-11-16,4435.93,4063.31,3326.95
2021-11-17,4475.87,4099.9,3356.9
2021-11-18,4443.15,4069.92,3332.36
2021-11-19,4414.67,4043.84,3311.0
2021-11-22,4314.32,3951.92,3235.74
2021-11-23,4267.87,3909.36,3200.9
2021-11-24,4270.29,3911.58,3202.72
2021-11-26,4276.53,3917.31,3207.4
2021-11-29,4296.61,3935.7,3222.46
2021-11-30,4279.82,3920.31,3209.86
2021-12-01,4298.9,3937.79,3224.17
2021-12-02,4246.6,3889.88,3184.95
2021-12-03,4296.0,3935.13,3222.0
2021-12-06,4299.47,3938.31,3224.6
2021-12-07,4320.82,3957.87,3240.61
2021-12-08,4323.75,3960.55,3242.81
2021-12-09,4300.97,3939.69,3225.73
2021-12-10,4333.46,3969.45,3250.1
2021-12-13,4348.09,3982.85,3261.07
2021-12-14,4316.04,3953.49,3237.03
2021-12-15,4309.51,3947.51,3232.13
2021-12-16,4402.12,4032.34,3301.59
2021-12-17,4417.22,4046.17,3312.91
2021-12-20,4383.17,4014.98,3287.38
2021-12-21,4354.78,3988.98,3266.09
2021-12-22,4383.96,4015.71,3287.97
2021-12-23,4394.05,4024.95,3295.54
2021-12-27,4378.19,4010.42,3283.64
2021-12-28,4363.8,3997.24,3272.85
2021-12-29,4337.85,3973.47,3253.38
2021-12-30,4345.93,3980.87,3259.45
2021-12-31,4373.24,4005.89,3279.93
2022-01-03,4310.77,3948.67,3233.08
2022-01-04,4339.31,3974.8,3254.48
2022-01-05,4372.38,4005.1,3279.29
2022-01-06,4280.33,3920.78,3210.24
2022-01-07,4299.56,3938.4,3224.67
2022-01-10,4294.28,3933.56,3220.71
2022-01-11,4330.06,3966.34,3247.55
2022-01-12,4336.34,3972.09,3252.25
2022-01-13,4321.15,3958.17,3240.86
2022-01-14,4320.11,3957.22,3240.09
2022-01-18,4326.6,3963.17,3244.95
2022-01-19,4421.74,4050.31,3316.3
2022-01-20,4410.2,4039.74,3307.65
2022-01-21,4384.77,4016.44,3288.57
2022-01-24,4406.15,4036.04,3304.61
2022-01-25,4446.27,4072.78,3334.7
2022-01-26,4399.5,4029.94,3299.63
2022-01-27,4318.14,3955.41,3238.6
2022-01-28,4315.95,3953.41,3236.96
2022-01-31,4330.54,3966.78,3247.91
2022-02-01,4315.36,3952.87,3236.52
2022-02-02,4347.73,3982.52,3260.8
2022-02-03,4337.29,3972.95,3252.96
2022-02-04,4335.58,3971.39,3251.68
2022-02-07,4369.08,4002.07,3276.81
2022-02-08,4384.42,4016.13,3288.32
2022-02-09,4407.24,4037.03,3305.43
2022-02-10,4416.35,4045.38,3312.27
2022-02-11,4470.59,4095.06,3352.94
2022-02-14,4524.8,4144.71,3393.6
2022-02-15,4513.36,4134.24,3385.02
2022-02-16,4520.13,4140.44,3390.1
2022-02-17,4585.73,4200.53,3439.3
2022-02-18,4581.95,4197.06,3436.46
2022-02-22,4566.59,4182.99,3424.94
2022-02-23,4580.52,4195.76,3435.39
2022-02-24,4619.29,4231.27,3464.47
2022-02-25,4573.69,4189.5,3430.27
2022-02-28,4584.18,4199.11,3438.14
2022-03-01,4701.5,4306.58,3526.13
2022-03-02,4681.36,4288.12,3511.02
2022-03-03,4703.67,4308.56,3527.75
2022-03-04,4794.79,4392.03,3596.09
2022-03-07,4898.8,4487.3,3674.1
2022-03-08,5055.78,4631.1,3791.84
2022-03-09,4910.85,4498.34,3683.13
2022-03-10,4890.93,4480.1,3668.2
2022-03-11,4864.42,4455.81,3648.31
2022-03-14,4835.68,4429.48,3626.76
2022-03-15,4742.59,4344.21,3556.94
2022-03-16,4678.42,4285.44,3508.82
2022-03-17,4746.94,4348.2,3560.21
2022-03-18,4710.33,4314.66,3532.75
2022-03-21,4709.12,4313.56,3531.84
2022-03-22,4712.11,4316.29,3534.08
2022-03-23,4738.34,4340.32,3553.75
2022-03-24,4827.92,4422.37,3620.94
2022-03-25,4794.34,4391.62,3595.76
2022-03-28,4756.69,4357.13,3567.52
2022-03-29,4673.98,4281.37,3505.49
2022-03-30,4703.7,4308.59,3527.78
2022-03-31,4751.99,4352.82,3563.99
2022-04-01,4683.63,4290.21,3512.72
2022-04-04,4713.59,4317.65,3535.19
2022-04-05,4666.25,4274.28,3499.69
2022-04-06,4653.64,4262.74,3490.23
2022-04-07,4721.74,4325.11,3541.3
2022-04-08,4738.79,4340.73,3554.1
2022-04-11,4745.64,4347.01,3559.23
2022-04-12,4808.4,4404.5,3606.3
2022-04-13,4850.03,4442.62,3637.52
2022-04-14,4823.52,4418.34,3617.64
2022-04-18,4866.25,4457.49,3649.69
2022-04-19,4796.28,4393.39,3597.21
2022-04-20,4798.31,4395.26,3598.74
2022-04-21,4769.55,4368.9,3577.16
2022-04-22,4736.02,4338.19,3552.01
2022-04-25,4654.16,4263.21,3490.62
2022-04-26,4678.25,4285.28,3508.69
2022-04-27,4656.26,4265.13,3492.2
2022-04-28,4643.63,4253.56,3482.72
2022-04-29,4701.44,4306.52,3526.08
2022-05-02,4580.54,4195.77,3435.4
2022-05-03,4597.82,4211.6,3448.36
2022-05-04,4589.98,4204.42,3442.49
2022-05-05,4579.13,4194.48,3434.35
2022-05-06,4629.4,4240.53,3472.05
2022-05-09,4594.91,4208.94,3446.18
2022-05-10,4576.49,4192.06,3432.37
2022-05-11,4602.47,4215.86,3451.85
2022-05-12,4539.54,4158.22,3404.66
2022-05-13,4500.2,4122.18,3375.15
2022-05-16,4517.86,4138.36,3388.4
2022-05-17,4548.23,4166.18,3411.17
2022-05-18,4517.19,4137.75,3387.9
2022-05-19,4606.63,4219.67,3454.97
2022-05-20,4584.51,4199.41,3438.38
2022-05-23,4623.04,4234.71,3467.28
2022-05-24,4648.84,4258.34,3486.63
2022-05-25,4598.88,4212.58,3449.16
2022-05-26,4602.97,4216.32,3452.23
2022-05-27,4620.6,4232.47,3465.45
2022-05-31,4592.66,4206.88,3444.49
2022-06-01,4598.78,4212.48,3449.09
2022-06-02,4655.77,4264.68,3491.83
2022-06-03,4589.87,4204.32,3442.4
2022-06-06,4594.18,4208.27,3445.64
2022-06-07,4622.45,4234.16,3466.84
2022-06-08,4624.5,4236.04,3468.38
2022-06-09,4619.95,4231.88,3464.96
2022-06-10,4682.36,4289.04,3511.77
2022-06-13,4594.62,4208.67,3445.96
2022-06-14,4547.13,4165.17,3410.35
2022-06-15,4551.48,4169.16,3413.61
2022-06-16,4622.64,4234.34,3466.98
2022-06-17,4601.92,4215.36,3451.44
2022-06-21,4596.84,4210.7,3447.63
2022-06-22,4607.93,4220.87,3455.95
2022-06-23,4589.75,4204.21,3442.31
2022-06-24,4588.78,4203.32,3441.58
2022-06-27,4581.14,4196.33,3435.86
2022-06-28,4583.62,4198.6,3437.72
2022-06-29,4610.9,4223.58,3458.17
2022-06-30,4576.35,4191.93,3432.26
2022-07-01,4566.9,4183.28,3425.17
2022-07-05,4471.38,4095.79,3353.54
2022-07-06,4427.03,4055.16,3320.28
2022-07-07,4416.56,4045.57,3312.42
2022-07-08,4433.36,4060.96,3325.02
2022-07-11,4412.47,4041.82,3309.35
2022-07-12,4403.49,4033.6,3302.62
2022-07-13,4431.27,4059.04,3323.45
2022-07-14,4373.52,4006.15,3280.14
2022-07-15,4372.01,4004.76,3279.01
2022-07-18,4380.8,4012.81,3285.6
2022-07-19,4399.88,4030.29,3299.91
2022-07-20,4363.34,3996.82,3272.5
2022-07-21,4405.35,4035.3,3304.01
2022-07-22,4429.76,4057.66,3322.32
2022-07-25,4414.56,4043.74,3310.92
2022-07-26,4402.7,4032.87,3302.02
2022-07-27,4412.85,4042.17,3309.64
2022-07-28,4493.29,4115.85,3369.96
2022-07-29,4509.99,4131.15,3382.5
2022-08-01,4504.17,4125.82,3378.13
2022-08-02,4495.91,4118.25,3371.93
2022-08-03,4442.8,4069.61,3332.1
2022-08-04,4549.43,4167.27,3412.07
2022-08-05,4511.83,4132.84,3383.87
2022-08-08,4561.89,4178.69,3421.42
2022-08-09,4591.31,4205.64,3443.48
2022-08-10,4594.05,4208.15,3445.54
2022-08-11,4551.3,4168.99,3413.47
2022-08-12,4603.78,4217.06,3452.84
2022-08-15,4560.54,4177.45,3420.4
2022-08-16,4535.28,4154.32,3401.46
2022-08-17,4479.26,4103.0,3359.45
2022-08-18,4478.6,4102.4,3358.95
2022-08-19,4481.82,4105.35,3361.36
2022-08-22,4455.37,4081.12,3341.53
2022-08-23,4486.34,4109.49,3364.76
2022-08-24,4487.27,4110.34,3365.45
2022-08-25,4509.42,4130.63,3382.07
2022-08-26,4458.81,4084.27,3344.11
2022-08-29,4464.35,4089.35,3348.26
2022-08-30,4430.39,4058.24,3322.79
2022-08-31,4387.93,4019.34,3290.94
2022-09-01,4339.14,3974.65,3254.36
2022-09-02,4382.14,4014.04,3286.6
2022-09-06,4361.66,3995.28,3271.25
2022-09-07,4406.07,4035.96,3304.55
2022-09-08,4373.84,4006.44,3280.38
2022-09-09,4397.96,4028.53,3298.47
2022-09-12,4425.65,4053.89,3319.24
2022-09-13,4350.02,3984.62,3262.51
2022-09-14,4341.81,3977.1,3256.36
2022-09-15,4254.25,3896.9,3190.69
2022-09-16,4291.6,3931.1,3218.7
2022-09-19,4268.93,3910.34,3201.7
2022-09-20,4253.24,3895.96,3189.93
2022-09-21,4268.75,3910.17,3201.56
2022-09-22,4300.12,3938.91,3225.09
2022-09-23,4287.99,3927.8,3216.0
2022-09-26,4240.71,3884.49,3180.53
2022-09-27,4268.47,3909.92,3201.35
2022-09-28,4362.71,3996.24,3272.03
2022-09-29,4341.94,3977.22,3256.45
2022-09-30,4354.92,3989.11,3266.19
2022-10-03,4437.04,4064.33,3327.78
2022-10-04,4509.49,4130.7,3382.12
2022-10-05,4482.46,4105.93,3361.84
2022-10-06,4493.33,4115.89,3370.0
2022-10-07,4502.21,4124.02,3376.66
2022-10-10,4440.22,4067.24,3330.16
2022-10-11,4448.36,4074.7,3336.27
2022-10-12,4418.22,4047.09,3313.66
2022-10-13,4413.46,4042.73,3310.09
2022-10-14,4338.25,3973.84,3253.69
2022-10-17,4390.44,4021.64,3292.83
2022-10-18,4357.68,3991.63,3268.26
2022-10-19,4305.66,3943.99,3229.25
2022-10-20,4351.65,3986.11,3263.74
2022-10-21,4396.46,4027.16,3297.34
2022-10-24,4375.26,4007.74,3281.44
2022-10-25,4397.84,4028.42,3298.38
2022-10-26,4410.72,4040.22,3308.04
2022-10-27,4380.85,4012.86,3285.64
2022-10-28,4345.9,3980.84,3259.43
2022-10-31,4325.4,3962.07,3244.05
2022-11-01,4375.37,4007.84,3281.52
2022-11-02,4374.87,4007.38,3281.16
2022-11-03,4336.63,3972.35,3252.47
2022-11-04,4445.97,4072.51,3334.48
2022-11-07,4418.51,4047.35,3313.88
2022-11-08,4504.13,4125.79,3378.1
2022-11-09,4475.74,4099.77,3356.8
2022-11-10,4577.49,4192.98,3433.12
2022-11-11,4569.67,4185.82,3427.25
2022-11-14,4590.14,4204.57,3442.61
2022-11-15,4618.89,4230.9,3464.17
2022-11-16,4621.33,4233.14,3466.0
2022-11-17,4613.53,4225.99,3460.15
2022-11-18,4591.88,4206.16,3443.91
2022-11-21,4553.59,4171.09,3415.19
2022-11-22,4567.57,4183.89,3425.67
2022-11-23,4584.19,4199.12,3438.15
2022-11-25,4602.9,4216.26,3452.18
2022-11-28,4569.05,4185.25,3426.79
2022-11-29,4589.75,4204.21,3442.31
2022-11-30,4582.36,4197.45,3436.77
2022-12-01,4708.12,4312.64,3531.09
2022-12-02,4686.26,4292.62,3514.7
2022-12-05,4626.69,4238.04,3470.01
2022-12-06,4658.77,4267.43,3494.07
2022-12-07,4728.59,4331.38,3546.44
2022-12-08,4730.23,4332.89,3547.68
2022-12-09,4756.58,4357.03,3567.43
2022-12-12,4717.68,4321.39,3538.26
2022-12-13,4819.69,4414.84,3614.77
2022-12-14,4788.61,4386.37,3591.46
2022-12-15,4714.36,4318.36,3535.77
2022-12-16,4768.46,4367.9,3576.34
2022-12-19,4754.75,4355.35,3566.06
2022-12-20,4821.34,4416.35,3616.0
2022-12-21,4824.55,4419.29,3618.41
2022-12-22,4761.65,4361.67,3571.24
2022-12-23,4785.15,4383.2,3588.87
2022-12-27,4837.15,4430.83,3627.86
2022-12-28,4811.39,4407.23,3608.54
2022-12-29,4846.7,4439.57,3635.02
2022-12-30,4846.24,4439.16,3634.68
2023-01-03,4891.87,4480.95,3668.9
2023-01-04,4931.45,4517.21,3698.59
2023-01-05,4876.51,4466.88,3657.38
2023-01-06,4953.37,4537.29,3715.03
2023-01-09,4953.57,4537.47,3715.18
2023-01-10,4945.05,4529.66,3708.79
2023-01-11,4920.27,4506.96,3690.2
2023-01-12,4974.78,4556.9,3731.09
2023-01-13,5003.04,4582.79,3752.28
2023-01-17,5006.76,4586.19,3755.07
2023-01-18,4991.63,4572.33,3743.72
2023-01-19,5032.49,4609.76,3774.37
2023-01-20,5031.6,4608.95,3773.7
2023-01-23,5017.08,4595.65,3762.81
2023-01-24,5066.62,4641.02,3799.97
2023-01-25,5092.85,4665.05,3819.64
2023-01-26,5054.96,4630.34,3791.22
2023-01-27,5050.08,4625.87,3787.56
2023-01-30,5039.04,4615.76,3779.28
2023-01-31,5060.79,4635.69,3795.6
2023-02-01,5068.02,4642.31,3801.01
2023-02-02,5034.21,4611.33,3775.65
2023-02-03,4914.02,4501.24,3685.52
2023-02-06,4933.53,4519.12,3700.15
2023-02-07,4979.91,4561.59,3734.93
2023-02-08,4994.28,4574.76,3745.71
2023-02-09,4959.54,4542.94,3719.66
2023-02-10,4942.94,4527.74,3707.21
2023-02-13,4912.82,4500.14,3684.61
2023-02-14,4923.42,4509.85,3692.56
2023-02-15,4886.77,4476.28,3665.08
2023-02-16,4899.86,4488.27,3674.9
2023-02-17,4893.1,4482.08,3669.82
2023-02-21,4873.55,4464.17,3655.16
2023-02-22,4880.53,4470.57,3660.4
2023-02-23,4841.72,4435.02,3631.29
2023-02-24,4804.58,4401.0,3603.44
2023-02-27,4843.89,4437.01,3632.92
2023-02-28,4859.98,4451.74,3644.98
2023-03-01,4882.38,4472.26,3661.78
2023-03-02,4858.52,4450.4,3643.89
2023-03-03,4892.33,4481.38,3669.25
2023-03-06,4854.65,4446.86,3640.99
2023-03-07,4773.6,4372.62,3580.2
2023-03-08,4783.28,4381.48,3587.46
2023-03-09,4820.6,4415.67,3615.45
2023-03-10,4910.0,4497.56,3682.5
2023-03-13,5037.35,4614.21,3778.01
2023-03-14,5051.01,4626.72,3788.26
2023-03-15,5098.1,4669.86,3823.57
2023-03-16,5103.33,4674.65,3827.5
2023-03-17,5232.54,4793.01,3924.41
2023-03-20,5251.8,4810.65,3938.85
2023-03-21,5142.23,4710.28,3856.67
2023-03-22,5174.84,4740.15,3881.13
2023-03-23,5290.08,4845.71,3967.56
2023-03-24,5242.43,4802.07,3931.83
2023-03-27,5168.49,4734.34,3876.37
2023-03-28,5213.58,4775.64,3910.19
2023-03-29,5193.73,4757.46,3895.3
2023-03-30,5237.04,4797.13,3927.78
2023-03-31,5197.35,4760.78,3898.02
2023-04-03,5242.06,4801.73,3931.55
2023-04-04,5340.41,4891.81,4005.3
2023-04-05,5335.28,4887.11,4001.46
2023-04-06,5300.86,4855.58,3975.64
2023-04-10,5236.62,4796.74,3927.46
2023-04-11,5284.34,4840.45,3963.25
2023-04-12,5305.99,4860.28,3979.49
2023-04-13,5379.01,4927.18,4034.26
2023-04-14,5257.96,4816.3,3943.47
2023-04-17,5247.48,4806.69,3935.61
2023-04-18,5292.47,4847.9,3969.35
2023-04-19,5266.99,4824.56,3950.24
2023-04-20,5314.71,4868.27,3986.03
2023-04-21,5227.64,4788.52,3920.73
2023-04-24,5247.49,4806.7,3935.62
2023-04-25,5247.43,4806.65,3935.57
2023-04-26,5234.48,4794.79,3925.86
2023-04-27,5231.18,4791.76,3923.38
2023-04-28,5231.59,4792.14,3923.69
2023-05-01,5212.68,4774.82,3909.51
2023-05-02,5295.83,4850.98,3971.87
2023-05-03,5333.69,4885.66,4000.26
2023-05-04,5384.78,4932.46,4038.58
2023-05-05,5300.18,4854.96,3975.13
2023-05-08,5324.45,4877.2,3993.34
2023-05-09,5354.22,4904.46,4015.66
2023-05-10,5359.98,4909.74,4019.99
2023-05-11,5306.28,4860.56,3979.71
2023-05-12,5317.44,4870.78,3988.08
2023-05-15,5333.17,4885.18,3999.88
2023-05-16,5259.19,4817.41,3944.39
2023-05-17,5240.69,4800.47,3930.51
2023-05-18,5186.36,4750.71,3889.77
2023-05-19,5262.69,4820.63,3947.02
2023-05-22,5263.73,4821.58,3947.8
2023-05-23,5252.27,4811.08,3939.2
2023-05-24,5230.85,4791.46,3923.14
2023-05-25,5167.3,4733.24,3875.47
2023-05-26,5171.73,4737.31,3878.8
2023-05-30,5198.48,4761.81,3898.86
2023-05-31,5220.73,4782.19,3915.55
2023-06-01,5257.12,4815.52,3942.84
2023-06-02,5164.6,4730.77,3873.45
2023-06-05,5187.79,4752.01,3890.84
2023-06-06,5214.07,4776.09,3910.55
2023-06-07,5153.96,4721.03,3865.47
2023-06-08,5215.78,4777.65,3911.83
2023-06-09,5203.87,4766.74,3902.9
2023-06-12,5182.84,4747.48,3887.13
2023-06-13,5147.75,4715.34,3860.81
2023-06-14,5173.13,4738.59,3879.85
2023-06-15,5164.3,4730.5,3873.22
2023-06-16,5157.55,4724.31,3868.16
2023-06-20,5101.52,4672.99,3826.14
2023-06-21,5096.36,4668.27,3822.27
2023-06-22,5038.97,4615.69,3779.22
2023-06-23,5054.46,4629.88,3790.84
2023-06-26,5070.62,4644.69,3802.97
2023-06-27,5046.39,4622.49,3784.79
2023-06-28,5041.41,4617.93,3781.06
2023-06-29,5034.96,4612.03,3776.22
2023-06-30,5069.37,4643.54,3802.03
2023-07-03,5072.24,4646.17,3804.18
